UID,lon,lat,CEWOVll,nearest_mapped_dist,n_wetlands_pwet,area_wetlands_pwet,wet_prop_mean,area_mean_max,STRANNTEMP,STRELEMEAN,STRANNRAIN,RUNANNMEAN,VALLEYSLOPE,Perca fluviatilis,Philypnodon grandiceps,Cyprinus carpio,Gambusia holbrooki,Nannoperca australis,Retropinna semoni,Craterocephalus fluviatilis,Gadopsis marmoratus,Mogurnda adspersa,Hypseleotris klunzingeri,Galaxias rostratus,Misgurnus anguillicaudatus,id
r1uppfxkb,140.988146290723,-33.9195111294999,Lower Murray,372.059200858006,2,3.80756290505485,0.7222222222222222,19.80971750254037,16.7999992370605,17.0499324798584,252.774871826172,247853,0.0230890456587076,0,0,4,0,0,4,0,0,0,0,0,0,16030
r1uq11gyd,141.008128861302,-34.0748638479999,Lower Murray,0,17,74.4001846394401,1,19.410881731439932,16.5673027038574,20.7882385253906,259.274597167969,4080930.75,0.00714394729584455,1,5,6,6,0,6,0,0,0,20,0,0,16054
r1uq1egdn,141.081435574716,-34.0732975005,Lower Murray,0,22,135.980546201144,1,102.70476956300035,16.6884613037109,20.7076759338379,256.782043457031,3881149.25,0.00170382973738015,0,0,1,0,0,0,0,0,0,0,0,0,16063
r1uq4gwr0,141.106457052713,-34.0813817979999,Lower Murray,0,15,92.6127318532804,0.9444444444444444,4.667105684973753,16.6688995361328,21.0895538330078,257.253601074219,3176060.75,0.0066558700054884,1,7,4,6,0,4,0,0,0,12,0,0,16182
r1uq4m62p,141.079246366841,-34.0724494084999,Lower Murray,117.640738695894,0,0,0.5277777777777778,2.326365970258822,16.6884613037109,20.7076759338379,256.782043457031,3881149.25,0.00170382973738015,0,0,1,0,0,0,0,0,0,0,0,0,16189
r1uq5cdjt,141.151392342993,-34.097365351,Lower Murray,20.3993531848339,0,0,1,63.25843824611534,16.6109600067139,24.5872707366943,258.027404785156,0,0.0946571156382561,0,6,6,10,0,0,0,0,0,9,0,0,16221
r1uqbmtrv,140.994420757152,-33.9347678614999,Lower Murray,213.384132955803,1,1.24675398303428,0.7027027027027027,6.49955823640041,16.7404251098633,18.3618831634521,255.829788208008,247852.484375,0.0199816301465034,0,1,9,1,0,4,0,0,0,0,0,0,16385
r1uqbtmvt,141.005829553504,-33.9392283705,Lower Murray,0,1,1.24675398303428,0.8918918918918919,6.282957467106278,16.7404251098633,18.3618831634521,255.829788208008,247852.484375,0.0199816301465034,0,0,2,0,0,0,0,0,0,0,0,0,16403
r1uqbw2hm,140.998804940481,-33.9345514155,Lower Murray,407.634477072123,0,0,0.8108108108108109,64.34064664100904,16.7404251098633,18.3618831634521,255.829788208008,247852.484375,0.0199816301465034,1,2,6,2,0,0,2,0,0,0,0,0,16404
r1uqbx1ty,141.000884418935,-33.9307175255,Lower Murray,1226.6620258333,0,0,0.7027027027027027,0.9569079006639264,16.7404251098633,18.3618831634521,255.829788208008,247852.484375,0.0199816301465034,0,1,4,2,0,0,1,0,0,0,0,0,16405
r1uqq01s3,141.243954055339,-34.0544760495,Lower Murray,2.21130851838777,14,111.850275511893,1,36.67785554183736,16.7000007629395,21.8435363769531,257.930236816406,10740675,0.00322987558320165,0,3,0,3,0,0,0,0,0,0,0,0,16621
r1uqwu8gt,141.275289623616,-33.9922496169999,Lower Murray,0,0,0,1,10661.743099830925,16.6841659545898,27.8532085418701,259.365570068359,6.89671516418457,0.104635000228882,0,1,0,0,0,0,1,0,0,0,0,0,16685
r1ut9y6wg,141.40938848237,-34.1550442365,Lower Murray,546.292153972309,0,0,1,6.659693788733066,16.4496326446533,25.9971981048584,266.271087646484,171.242095947266,0.0253080241382122,0,3,2,0,0,0,0,0,0,6,0,0,16744
r1utb1k4y,141.338748193482,-34.1370225555,Lower Murray,16.750175647743198,6,26.4788037753251,1,3.7091767965228577,16.4496326446533,25.9971981048584,266.271087646484,171.242095947266,0.0253080241382122,0,0,1,0,0,0,0,0,0,0,0,0,16747
r1utbeuhx,141.34789686252,-34.1250084844999,Lower Murray,25.344350935327,9,67.215287590599,1,66.60297736275038,16.6218757629395,23.0377445220947,260.296875,9736098,0.00481452932581306,0,0,1,0,0,0,0,0,0,0,0,0,16763
r1utc047b,141.382763168535,-34.138237191,Lower Murray,0,11,96.9404181024203,1,38.03839848607204,16.4496326446533,25.9971981048584,266.271087646484,171.242095947266,0.0253080241382122,0,0,3,2,0,3,0,0,0,8,0,0,16784
r1utf028t,141.409669451104,-34.1422496055,Lower Murray,39.5727898446557,10,93.7363706837986,1,32.341994912592476,16.6472454071045,23.4674701690674,260.590545654297,10964075,0.00460119312629104,0,3,0,3,0,1,0,0,0,0,0,0,16906
r1utn1dpb,141.595791851398,-34.264953589,Lower Murray,0,0,0,1,174.4946002338437,16.4944438934326,41.1719436645508,270.888885498047,0.128452360630035,0.21174268424511,4,1,4,0,0,16,0,0,0,9,0,0,17068
r1utq67sd,141.616139505894,-34.216463089,Lower Murray,0,24,140.576671140883,1,51.33219620094965,16.3550453186035,29.6689434051514,276.744873046875,56.1777114868164,0.113723747432232,0,0,1,0,0,0,0,0,0,0,0,0,17070
r1utw952n,141.617700181484,-34.1830797195,Lower Murray,2.65377293040627,15,85.8264317425061,1,6.490018298791034,16.6000003814697,25.2182998657227,266.333343505859,842703.1875,0.00450129946693778,0,0,0,0,0,0,0,0,0,2,0,0,17249
r1uvbhne7,141.683332052108,-34.1237421025,Lower Murray,0,5,50.0756100404384,1,7.29490725800543,16.7000007629395,25.5459880828857,264.833343505859,1369247.125,0.0019737605471164,0,2,4,6,0,4,0,0,0,16,0,0,17449
r1uvg8tr9,141.839424340977,-34.1385264929999,Central Murray,0,0,0,1,19.31480335455548,16.7000007629395,26.7635955810547,268,1168328.5,0.00567305227741599,0,0,0,0,0,0,0,0,0,0,0,1,17646
r1uvsmzzy,141.879312696999,-34.154270355,Central Murray,0,0,0,0.7567567567567568,21.183823983475452,16.5674743652344,27.2746047973633,275.498718261719,1829326.75,4.1151588084176e-4,0,0,2,4,0,0,0,0,0,9,0,0,17685
r1uvvnqvj,141.909351051179,-34.110535302,Central Murray,0,3,52.2047579740515,1,0.5925109605155127,16.7000007629395,27.5040817260742,269,12385046,0.00348148844204843,0,0,2,0,0,0,0,0,0,0,0,0,17780
r1uvy14sh,141.94717473338,-34.1388406195,Central Murray,776.92868028637,3,15.5846110924433,1,0.81610440640305,16.6258430480957,28.4820289611816,274.640441894531,11256240,0.0119122294709086,0,0,1,1,0,1,0,0,0,0,0,0,17817
r1uvzusx3,142.022085696128,-34.119300692,Central Murray,25.3163828636074,4,21.3089482289555,1,3.2420914342730285,16.6803359985352,29.6990909576416,275.054870605469,11256240,0.00555899133905768,0,1,0,2,0,1,0,0,0,2,0,0,17865
r1uvzv3qf,142.026816148999,-34.1168730935,Central Murray,68.8320743545794,0,0,1,4.2055063087037325,16.6803359985352,29.6990909576416,275.054870605469,11256240,0.00555899133905768,0,2,0,2,0,0,0,0,0,0,0,0,17866
r1uyhbwq6,141.88105221376,-34.1016772494999,Central Murray,0,0,0,0.972972972972973,89.91686258537048,16.7294120788574,27.3311424255371,268.647064208984,1374740.125,0.00197288882918656,0,0,3,1,0,4,0,0,0,0,0,0,18088
r1v4rky84,142.358501752282,-34.734557152,Central Murray,1347.95414539666,1,82.6719310522919,0.7027027027027027,2.593248171993997,16.2937488555908,38.3286895751953,301.015625,4516984.5,0.613632261753082,0,9,8,17,0,4,0,0,0,24,0,0,18172
r1v4rtv0y,142.364373069255,-34.7300912895,Central Murray,0,0,0,0.918918918918919,135.71843603828816,16.2937488555908,38.3286895751953,301.015625,4516984.5,0.613632261753082,0,0,14,10,0,7,0,0,0,21,0,4,18178
r1v4rw70u,142.381845222541,-34.7256040569999,Central Murray,0,1,82.6719310522919,0.972972972972973,488.4889074524758,16.2999992370605,40.0018920898438,301.135131835938,4516984.5,1.3737998961005e-4,0,149,75,147,0,56,0,0,0,180,0,7,18186
r1v4x95ny,142.36535900318,-34.7105625335,Central Murray,0,0,0,0.8378378378378378,29.54909093736682,16.2830982208252,38.3272094726562,300.859161376953,1129246.125,0.455718159675598,0,24,12,26,0,10,0,0,0,33,0,2,18193
r1v5rcn8k,142.381594374839,-34.5793730595,Central Murray,2663.30649780286,1,82.6719310522919,0.08108108108108109,0.10357743780460268,16.3791465759277,39.2799034118652,298.574005126953,0,0.00710455561056733,0,0,1,0,0,0,0,0,0,0,0,0,18249
r1v5zfe55,142.36790593803,-34.4845244609999,Central Murray,0,3,80.3000702422162,1,45.59467599234406,16.402307510376,38.6487922668457,296.600708007812,11292461,0.00255111651495099,0,0,1,0,0,0,0,0,0,0,0,0,18285
r1v6664up,142.490251657782,-34.746943474,Central Murray,0,4,58.2830927517875,1,32.620888222411594,16.2582607269287,42.8407821655273,304.578704833984,5646230.5,0.0561117306351662,0,2,6,10,0,7,0,0,0,22,0,0,18413
r1v68pnm0,142.392618934916,-34.673370654,Central Murray,0,0,0,0.6216216216216216,5.163122988947379,16.3279476165771,41.0192222595215,300.445892333984,0,0.0427624434232712,0,0,2,2,0,1,0,0,0,3,0,1,18473
r1v694wh5,142.42557633491,-34.7054967875,Central Murray,0,2,86.9766670976791,0.8108108108108109,60.10652644153264,16.2582607269287,42.8407821655273,304.578704833984,5646230.5,0.0561117306351662,0,18,29,25,0,34,0,0,0,68,0,0,18487
r1ve0p6v6,142.736559909906,-34.584337390500004,Central Murray,268.456264653263,5,86.1111093897001,0.972972972972973,3.0732865296025556,16.3761024475098,48.3376121520996,306.088226318359,16989604,0.00462868949398398,0,0,1,0,0,0,0,0,0,0,0,0,20208
r1vf6ynv1,143.217467258206,-34.7263928755,Central Murray,0,8,68.9398115367695,1,10.68695585781941,16.2999992370605,50,314,16443214,0,0,1,0,0,0,0,0,0,0,0,0,0,20486
r1vhuv6qh,142.246942241245,-34.2873676149999,Central Murray,54.2622337874195,5,36.4635618263991,1,2.5830952500359112,16.5663223266602,35.0996360778809,287.606414794922,11267490,0.00784191302955151,0,0,1,0,0,0,0,0,0,0,0,0,21138
r1vj3s8pp,142.09715166357,-34.2072076795,Central Murray,3362.22350596101,0,0,0.3783783783783784,0.12743885516411907,16.5809707641602,43.1357421875,280.563446044922,0,0.230389595031738,0,0,0,2,0,0,0,0,0,0,0,0,21289
r1vj3w328,142.099379743735,-34.19782218,Central Murray,1627.09755672529,0,0,1,199.89371818711888,16.5809707641602,43.1357421875,280.563446044922,0,0.230389595031738,0,0,0,0,0,1,5,0,0,3,0,0,21290
r1vj8y6x4,142.066087555465,-34.153726577,Central Murray,51.6741213262555,3,18.4289929936284,1,14.719510984553196,16.6803359985352,29.6990909576416,275.054870605469,11256240,0.00555899133905768,0,3,2,2,0,1,0,0,0,3,0,0,21314
r1vjb0st2,142.036416743615,-34.1405027055,Central Murray,752.998316769756,0,0,1,17.786736138333687,16.6803359985352,29.6990909576416,275.054870605469,11256240,0.00555899133905768,0,59,25,89,0,2,74,0,0,105,0,1,21345
r1vjb1jfs,142.039180127607,-34.1392250055,Central Murray,714.335785165311,3,11.711593465772,0.13513513513513514,0.13267243111975915,16.6803359985352,29.6990909576416,275.054870605469,11256240,0.00555899133905768,0,6,0,4,0,1,2,0,0,3,0,0,21346
r1vjb42zs,142.030573059222,-34.130720446,Central Murray,135.325770228953,0,0,1,12.288379509216922,16.6803359985352,29.6990909576416,275.054870605469,11256240,0.00555899133905768,0,18,8,14,0,1,4,0,0,19,0,0,21350
r1vjb9n2c,142.056339612941,-34.143085722,Central Murray,75.7204611447954,0,0,1,20.96632736397287,16.6803359985352,29.6990909576416,275.054870605469,11256240,0.00555899133905768,0,2,2,2,0,0,0,0,0,0,0,0,21358
r1vjb9rrs,142.064774144836,-34.1388587949999,Central Murray,0,4,21.3089482289555,1,10.198046844996233,16.6803359985352,29.6990909576416,275.054870605469,11256240,0.00555899133905768,0,15,10,29,0,3,20,0,0,35,0,0,21359
r1vjbhxbt,142.036603242836,-34.1188727044999,Central Murray,26.8003326236933,5,25.26804819052,1,27.12334383922499,16.6803359985352,29.6990909576416,275.054870605469,11256240,0.00555899133905768,1,1,1,1,0,1,1,0,0,0,0,0,21371
r1vjdtex3,142.141522776571,-34.1572685124999,Central Murray,74.8008146404884,1,4.32066151902529,1,6.696251494086896,16.6808948516846,30.860466003418,279.099243164062,11256231,0.0131259262561798,0,3,0,2,0,0,0,0,0,3,0,0,21404
r1vjdy9p2,142.161600203151,-34.1624574659999,Central Murray,9.91576740881365,1,4.32066151902529,1,11.638573496953954,16.7000007629395,33.6317863464355,279.200012207031,0,0.161533012986183,0,0,1,0,0,0,0,0,0,0,0,0,21409
r1vje2v53,142.180310010791,-34.182534217,Central Murray,7.12959050800174,3,13.1701851472358,1,3.2301169156187157,16.6485176086426,33.3376808166504,283.531768798828,11267497,0.0121229160577059,0,0,4,0,0,0,0,0,0,0,0,0,21416
r1vjhkrzd,142.224308061449,-34.2493302945,Central Murray,0,0,0,1,6.65115016351775,16.5663223266602,35.0996360778809,287.606414794922,11267490,0.00784191302955151,2,2,2,2,0,0,0,0,0,0,0,0,21468
r1vjhrt8v,142.222180857877,-34.231927465,Central Murray,249.226983483517,0,0,1,151.90969745126736,16.5663223266602,35.0996360778809,287.606414794922,11267490,0.00784191302955151,0,10,1,0,0,16,0,0,0,19,0,0,21473
r1vjhts1y,142.238758250999,-34.244239807,Central Murray,0,9,64.0852364973839,1,12.987058947523291,16.5663223266602,35.0996360778809,287.606414794922,11267490,0.00784191302955151,2,3,2,2,0,0,0,0,0,0,0,0,21476
r1vjk7fcn,142.224214299098,-34.2076025009999,Central Murray,56.458740467134,9,64.0852364973839,1,18.703783538708613,16.6854839324951,33.8576202392578,284.645172119141,11267491,0.00689333118498325,0,2,0,1,0,0,0,0,0,0,0,0,21496
r1vjkdkjg,142.234407931874,-34.2191387985,Central Murray,120.023037226818,0,0,1,0.9398813284100428,16.5348243713379,34.455436706543,286.701171875,0,0.0646008551120758,0,0,1,0,0,0,0,0,0,0,0,0,21509
r1vjkdz9h,142.236575124413,-34.2216746854999,Central Murray,31.6380694669558,9,64.0852364973839,1,30.72759291045262,16.5663223266602,35.0996360778809,287.606414794922,11267490,0.00784191302955151,0,1,1,1,0,0,0,0,0,2,0,0,21511
r1vjs29uy,142.221582867707,-34.186735082,Central Murray,245.835892709458,0,0,0.972972972972973,0.6573374736843024,16.7000007629395,33.7253150939941,284.166656494141,11267496,0.00897885672748089,0,32,13,32,0,2,0,0,0,70,0,0,21526
r1w4nrkvg,143.71761911619,-36.170186512,Loddon,2710.97966609994,0,0,0.8055555555555556,339.696169443293,15.0060606002808,88.7909240722656,388.791656494141,1521.59655761719,0.272142171859741,0,0,1,0,0,0,0,0,0,0,0,0,21825
r1w4w84q4,143.726149639809,-36.121677746,Loddon,2243.93151878956,0,0,1,67.19977202305279,15.0711345672607,90.0598907470703,385.556701660156,21309.7890625,0.110640905797482,4,3,4,0,0,1,0,0,0,0,0,0,21852
r1w69759v,143.849542592771,-36.1051476249999,Loddon,0,0,0,0.8378378378378378,24.340050452106727,15.0283641815186,93.261344909668,389.820007324219,214926.0625,0.0387655757367611,0,0,7,0,0,0,0,0,0,0,0,0,22034
r1w69egqu,143.858767631673,-36.0988823094999,Loddon,0,0,0,0.8108108108108109,2.7137147118152427,15.0283641815186,93.261344909668,389.820007324219,214926.0625,0.0387655757367611,0,0,6,0,0,0,0,0,0,0,0,0,22040
r1w7327x3,143.856652402991,-35.9827528,Loddon,0,0,0,0.918918918918919,10.921635803562706,15.1999998092651,87.4105453491211,374.100006103516,32.9252319335938,0.0162930190563202,3,0,13,0,0,0,0,0,0,0,0,0,22353
r1w7bks1q,143.807742813283,-35.8810524605,Loddon,1537.2240053348,0,0,0.945945945945946,166.71510918554264,15.2979755401611,82.2236785888672,361.433197021484,4776.40771484375,0.024907348677516,9,1,8,0,0,1,0,0,0,2,0,0,22407
r1w7yzx3p,144.095715667823,-35.8618806165,Loddon,0,0,0,0.918918918918919,149.9521595995129,15.3051557540894,75.6630477905273,367.048217773438,1287875.5,0.010432050563395,0,0,0,2,0,0,0,0,0,0,0,0,22626
r1wb41n2w,144.58641142519,-36.5597076415,Campaspe,0,0,0,0.972972972972973,0.8534258894108733,14.3764152526855,129.038711547852,462.216979980469,351837.59375,0.0268838983029127,5,1,2,0,0,1,0,0,0,0,0,0,22912
r1wb7p6kp,144.620338966969,-36.4807039434999,Campaspe,1.84645208755817,1,7.74575112531482,1,2.427872479709081,14.4484844207764,124.977439880371,455.852264404297,361835.78125,0.0312380380928516,1,0,0,0,0,0,0,0,0,0,0,0,22931
r1wbrhub4,144.81094604494,-36.4960240145,Goulburn,0,0,0,1,1166.0464164683144,14.6000003814697,100.126075744629,463.5,547.812194824219,0.121740609407425,4,14,2,0,0,3,0,0,0,0,0,0,22953
r1wbxxpgj,144.837009421218,-36.4383893875,Goulburn,0,0,0,1,780.8472730738184,14.6000003814697,103.855888366699,460.685699462891,138.436813354492,0.0865427181124687,56,98,83,39,0,19,0,0,0,49,4,0,22972
r1wchvgkn,144.705857433092,-36.35467421,Campaspe,0,0,0,0.972972972972973,3.612566189393726,14.6000003814697,112.418159484863,443.84375,363700.03125,0.0501161962747574,0,0,0,0,0,0,0,0,0,0,0,0,22982
r1wcks0s1,144.699241571466,-36.3251911205,Campaspe,0,0,0,1,21.71202526356405,14.6000003814697,109.444549560547,436.5,35889.37109375,0.0313535407185555,3,3,2,0,0,1,0,0,0,2,0,0,22987
r1wcsu7dd,144.705417632605,-36.2939462665,Campaspe,0,0,0,1,22.08578517813139,14.6954545974731,107.57991027832,432.772735595703,322863.1875,0.0403435006737709,0,3,1,0,0,0,0,0,0,0,0,0,22999
r1wctr7f8,144.725417540021,-36.2641775824999,Campaspe,0,0,0,0.9444444444444444,13.826905558040991,14.7340421676636,102.023048400879,424.595733642578,286943.125,0.0875744298100471,2,2,4,2,0,0,0,0,0,0,0,0,23001
r1wctrnqt,144.728224916968,-36.2593898775,Campaspe,0,0,0,0.9166666666666666,4.0897442590830835,14.7340421676636,102.023048400879,424.595733642578,286943.125,0.0875744298100471,0,0,1,0,0,0,0,0,0,0,0,0,23002
r1we7qngf,144.292587107118,-35.959220121,Loddon,0,0,0,1,2444.7037123957266,15.1243476867676,79.0490417480469,376.652160644531,1259536.125,0.00279363547451794,0,0,0,0,0,1,0,0,0,0,0,0,23338
r1wemfvz0,144.398942740265,-35.97506785,Central Murray,0,0,0,1,58.502460055679634,15.1000003814697,79.9943237304688,381.438720703125,1088929.25,0.0117677170783281,0,2,1,1,0,0,0,0,0,0,0,0,23407
r1wemy4sy,144.394900757483,-35.9585398709999,Central Murray,0,0,0,1,13.14105319368424,15.1000003814697,79.9943237304688,381.438720703125,1088929.25,0.0117677170783281,0,1,2,1,0,0,0,0,0,2,0,0,23409
r1wenq3x5,144.429853847602,-35.9900930669999,Central Murray,0,0,0,1,61.6953183214477,15.0855770111084,81.4721298217773,383.586547851562,1360284.375,0.0195319335907698,4,14,5,6,0,0,0,0,0,0,0,1,23417
r1weqzm84,144.445871653229,-35.9515398029999,Central Murray,0,19,103.497729105866,0.8918918918918919,42.38750168180129,15.1000003814697,79.9000549316406,381.391296386719,504484.0625,0.00486992951482534,4,6,4,4,2,0,0,0,0,6,0,0,23437
r1wercgst,144.488688784117,-35.977386474,Central Murray,0,22,117.208130322401,1,16.119917096999146,15.0811767578125,82.0590515136719,384.447052001953,568111.625,0.0325320847332478,0,3,2,2,0,1,0,0,0,0,0,1,23446
r1werpjnk,144.454797785005,-35.9521092945,Central Murray,0,0,0,0.945945945945946,4.282895118260289,15.1000003814697,81.0453720092773,382.934204101562,568120.0625,0.0250405874103308,0,20,7,5,0,0,0,0,0,0,0,5,23457
r1werqvg8,144.468626591946,-35.9537506105,Central Murray,0,25,126.196104407424,1,16.389337160682395,15.0607957839966,81.0550994873047,385.176147460938,4544839,0.03006243519485,0,6,3,3,0,0,0,0,0,0,0,2,23460
r1werxfsh,144.477921936545,-35.9480189274999,Central Murray,21.3640299974029,21,110.641497553841,1,4.264124104776042,15.0607957839966,81.0550994873047,385.176147460938,4544839,0.03006243519485,0,12,4,8,0,0,0,0,0,12,0,0,23468
r1wet36d7,144.376766421686,-35.9350531834999,Central Murray,64.1266834909307,0,0,1,28.388930821216572,15.1475982666016,79.059944152832,377.548034667969,1216927.5,0.00507335038855672,0,4,1,2,0,0,0,0,0,0,0,1,23486
r1wethgh1,144.363577963758,-35.9207639104999,Central Murray,108.695241816298,0,0,1,44.957898036019955,15.1475982666016,79.059944152832,377.548034667969,1216927.5,0.00507335038855672,0,2,2,1,0,0,0,0,0,0,0,0,23495
r1weu8g0y,144.342426132557,-35.8974383645,Central Murray,3.42259718618783,0,0,1,1.2188616675826454,15.1475982666016,79.059944152832,377.548034667969,1216927.5,0.00507335038855672,0,1,4,0,0,5,0,0,0,0,0,0,23501
r1wev5kwc,144.37075707802,-35.883761406,Central Murray,0,13,134.469191980983,0.7567567567567568,6.02346017564907,15.190749168396,79.1601028442383,377.559478759766,448001.0625,0.0100797349587083,0,1,4,1,0,6,0,0,0,0,0,0,23531
r1wew5kwe,144.409405452783,-35.9290653005,Central Murray,994.41146765634,0,0,0.8648648648648649,11.51786987716404,15.1005239486694,79.6337814331055,379.340301513672,4035871.75,0.00541212037205696,0,0,1,2,0,0,0,0,0,0,0,0,23559
r1wew77jq,144.423495125886,-35.9281444549999,Central Murray,0,22,142.254216983294,0.972972972972973,54.47135649125847,15.1000003814697,79.8686065673828,380.780151367188,4035848.75,0.00644604302942753,0,0,2,12,0,0,0,0,0,0,0,0,23560
r1wewgk4v,144.452968666177,-35.91325847,Central Murray,0,30,174.769384986611,1,210.57334386806792,15.1000003814697,79.8686065673828,380.780151367188,4035848.75,0.00644604302942753,0,0,1,0,0,1,0,0,0,0,0,0,23567
r1wewqug9,144.422359806289,-35.90943567,Central Murray,25.4663664946804,14,98.3449223409577,1,3.713559318217053,15.1005239486694,79.6337814331055,379.340301513672,4035871.75,0.00541212037205696,0,0,0,4,0,0,0,0,0,6,0,0,23571
r1wfcupxx,144.579881207303,-36.0560133665,Central Murray,88.8471259132955,0,0,0.8918918918918919,16.018554924387214,14.8999996185303,88.6020355224609,398.631591796875,224.648529052734,0.0453209094703197,0,6,4,0,0,0,0,0,0,0,0,0,23747
r1wfjy9k6,144.751230064517,-36.1661665465,Central Murray,0,12,34.6164861014464,1,33.08887333404408,14.8000001907349,90.6237030029297,414.157897949219,322938,0.0851968228816986,0,1,1,0,0,0,0,0,0,0,0,0,23816
r1wfme9c2,144.735716034911,-36.148162842,Central Murray,0,11,31.3544860676943,0.8055555555555556,0.4619421933628262,14.805365562439,87.8882675170898,412.019500732422,323005.96875,0.0792688876390457,2,1,3,0,0,0,0,0,0,0,0,0,23823
r1wfmeu2p,144.740952735591,-36.139345169,Central Murray,0,16,45.2225827414116,1,11.421534861354909,14.805365562439,87.8882675170898,412.019500732422,323005.96875,0.0792688876390457,4,1,3,0,0,0,0,0,0,0,0,0,23824
r1wfsw8nn,144.688144391355,-36.082325518,Central Murray,0,17,86.9333336286681,1,31.803415231039807,14.8926515579224,84.3509292602539,401.738006591797,6487168.5,3.8931221934035e-4,0,0,1,0,0,0,0,0,0,0,0,0,23886
r1wft89kg,144.736710057118,-36.1195342349999,Central Murray,0,16,53.3251613869947,1,8.656616864630701,14.805365562439,87.8882675170898,412.019500732422,323005.96875,0.0792688876390457,1,1,1,0,0,1,0,0,0,0,0,0,23900
r1wftbjey,144.750409637031,-36.1223130855,Central Murray,30.7137613752025,18,53.9560005603481,1,6.209326516531848,14.8487606048584,84.1128997802734,407.190093994141,6164028.5,0.00388827174901962,0,0,1,0,0,0,0,0,0,0,0,0,23904
r1wftbt9y,144.753149478725,-36.11975813,Central Murray,32.064617287214,18,53.9560005603481,1,3.2728861753883596,14.8487606048584,84.1128997802734,407.190093994141,6164028.5,0.00388827174901962,0,0,1,0,0,0,0,0,0,0,0,0,23905
r1wfw3139,144.76767756253,-36.1179380409999,Central Murray,22.0880220594273,19,55.5331154808911,1,4.556347493271664,14.8487606048584,84.1128997802734,407.190093994141,6164028.5,0.00388827174901962,0,0,1,0,0,0,0,0,0,0,0,0,23953
r1whsedr5,143.637468635616,-35.752119175,Avoca,0,0,0,0.8378378378378378,3.3676331526721097,15.4118547439575,78.0898895263672,347.248565673828,138883.953125,0.0239099003374577,1,0,15,2,0,2,0,0,0,0,0,0,24431
r1wkeb58r,143.959272416719,-35.772080758,Loddon,1347.10999339961,0,0,0.8918918918918919,131.38220354254776,15.3999996185303,74.9314270019531,360.420440673828,25745.0625,0.0256180558353662,0,0,0,0,0,0,0,0,0,0,1,0,24778
r1wkf9khd,143.903431383633,-35.721927019,Loddon,0,0,0,1,15.173625409169349,15.3999996185303,74.8179931640625,355.44091796875,305131.59375,0.00792928971350193,2,0,1,0,0,0,0,0,0,0,0,0,24791
r1wkg5fy6,143.92334831027,-35.7042087949999,Loddon,0,0,0,1,1.3822501224320756,15.4065008163452,73.7100296020508,356.93115234375,1313645.125,0.0104154935106635,1,0,1,0,0,0,0,0,0,0,0,0,24810
r1wkgj230,143.920267798754,-35.694265366,Loddon,0.297428944057132,0,0,0.7837837837837838,1.519751482872439,15.5048055648804,72.1300430297852,352.255096435547,1584626.75,0.00962197873741388,1,0,1,0,0,0,0,0,0,0,0,0,24817
r1wkgk02k,143.943660534602,-35.7094345094999,Loddon,0,0,0,1,17.79505531981736,15.4065008163452,73.7100296020508,356.93115234375,1313645.125,0.0104154935106635,0,0,13,16,0,1,0,0,0,0,0,0,24818
r1wknqvpc,144.069505357611,-35.8196095365,Loddon,0,0,0,0.945945945945946,271.08295715301296,15.3051557540894,75.6630477905273,367.048217773438,1287875.5,0.010432050563395,0,0,0,2,0,1,0,0,0,0,0,0,24840
r1wm1g5c3,143.871225045914,-35.661187473,Loddon,851.22417254115,1,4.47071359363133,1,5.416039989835387,15.469672203064,73.2582473754883,352.401641845703,6790.94384765625,0.144881263375282,4,246,162,54,0,196,0,0,4,1154,0,6,24919
r1wm2dxc1,143.825516483588,-35.6284580744999,Loddon,0,0,0,1,98.91855634782202,15.5,74.870475769043,350.090911865234,10.379810333252,0.0577451251447201,0,0,0,0,0,0,0,0,0,0,1,0,24935
r1wm40f7h,143.880388539509,-35.678666696,Loddon,0,0,0,1,193.02694507593773,15.469672203064,73.2582473754883,352.401641845703,6790.94384765625,0.144881263375282,0,0,0,0,0,0,0,0,0,0,1,0,24962
r1wm45c2q,143.878988680156,-35.6623859939999,Loddon,481.814545033218,0,0,1,183.35171143889625,15.469672203064,73.2582473754883,352.401641845703,6790.94384765625,0.144881263375282,0,0,1,0,0,0,0,0,1,0,1,0,24963
r1wnecv55,143.609254909442,-35.4097547395,Central Murray,27.8741597460951,4,31.317159820984,0.5945945945945946,0.422056512985445,15.6364030838013,66.5112915039062,337.404602050781,1430447.5,0.0139355510473251,6,5,8,2,0,7,0,0,0,0,0,0,25533
r1wnqtrqr,143.734605642554,-35.435018298,Central Murray,4.55288188706884,11,388.665381337459,1,4.072933315056646,15.6364030838013,66.5112915039062,337.404602050781,1430447.5,0.0139355510473251,4,0,3,0,0,1,0,0,0,4,0,0,25644
r1wnrj09s,143.74357229034,-35.4364519119999,Central Murray,6.88296796405883,8,332.442054449607,1,3.1425913245876935,15.6364030838013,66.5112915039062,337.404602050781,1430447.5,0.0139355510473251,1,0,1,0,0,0,0,0,0,0,0,0,25666
r1wntdkgm,143.687505022082,-35.4073112635,Central Murray,0,13,238.346084889599,1,3.775596031350225,15.6364030838013,66.5112915039062,337.404602050781,1430447.5,0.0139355510473251,3,0,1,0,0,1,0,0,0,0,0,0,25736
