UID,lon,lat,CEWOVll,nearest_mapped_dist,n_wetlands_pwet,area_wetlands_pwet,wet_prop_mean,area_mean_max,STRANNTEMP,STRELEMEAN,STRANNRAIN,RUNANNMEAN,VALLEYSLOPE,Perca fluviatilis,Philypnodon grandiceps,Cyprinus carpio,Gambusia holbrooki,Nannoperca australis,Retropinna semoni,Craterocephalus fluviatilis,Gadopsis marmoratus,Mogurnda adspersa,Hypseleotris klunzingeri,Galaxias rostratus,Misgurnus anguillicaudatus,id
r1gt8gy35,139.962862842984,-34.168614263,Lower Murray,0,0,0,1,70.6897650194733,16.5249996185303,6.73019075393677,251.3984375,13451526,7.8283721813932e-4,0,0,3,9,0,0,0,0,0,0,0,0,4880
r1gt8she5,139.949829058605,-34.1656595969999,Lower Murray,0,6,7.26495753296484,0.7567567567567568,1.8432248733816765,16.5249996185303,6.73019075393677,251.3984375,13451526,7.8283721813932e-4,0,0,0,2,0,1,0,0,0,0,0,0,4894
r1gt8uy8h,139.962869284936,-34.164007439,Lower Murray,32.5456687980134,0,0,0.8648648648648649,6.725072013370252,16.5249996185303,6.73019075393677,251.3984375,13451526,7.8283721813932e-4,0,0,0,22,0,1,0,0,0,0,0,0,4902
r1gt96w2g,139.985253409509,-34.175063256,Lower Murray,0,0,0,0.8378378378378378,0.3807211679674361,16.4424648284912,6.78819227218628,254.726028442383,13451526,4.1099908412434e-4,0,0,1,0,0,0,0,0,0,0,0,0,4909
r1gtb9csk,139.946842803615,-34.134835669,Lower Murray,0,0,0,1,9.122250497452534,16.5950012207031,6.8968620300293,249.100006103516,0,0.0574517026543617,0,0,0,4,0,0,0,0,0,0,0,0,4964
r1gtbd5cx,139.949201259054,-34.134331364,Lower Murray,15.6302490068555,7,10.6488429248648,1,1.8897891700959355,16.5950012207031,6.8968620300293,249.100006103516,0,0.0574517026543617,2,0,0,4,0,0,0,0,0,0,0,0,4966
r1gtbdt51,139.954758675022,-34.128013379,Lower Murray,0,7,10.6488429248648,1,10.826058683066622,16.5950012207031,6.8968620300293,249.100006103516,0,0.0574517026543617,0,0,4,0,0,0,0,0,0,0,0,0,4968
r1gtbu6e7,139.959369442454,-34.1228108325,Lower Murray,0,0,0,1,36.26560581764691,16.5950012207031,6.8968620300293,249.100006103516,0,0.0574517026543617,0,8,8,4,0,4,0,0,0,0,0,0,4983
r1gtbwmh0,139.951350780234,-34.11110024,Lower Murray,0,7,10.6488429248648,0.5675675675675675,3.563897311791646,16.7000007629395,6.62526750564575,243.66667175293,746559.6875,0.00315280840732157,4,0,47,0,0,43,0,0,0,0,0,0,4994
r1gtbx736,139.948395898847,-34.105188047,Lower Murray,0,5,8.29374512935888,0.4594594594594595,0.3915813057544088,16.665958404541,6.31092977523804,244.702133178711,1493119.375,0.0137062007561326,0,2,1,0,0,0,0,0,0,0,0,0,4996
r1gted59e,140.072051755,-34.1766545089999,Lower Murray,244.013446854026,0,0,1,83.16817269951783,16.4220867156982,6.79704189300537,251.030303955078,13464990,9.57997508521657e-6,4,1,12,2,0,4,0,0,0,0,0,0,5077
r1gttyh8v,140.181246218456,-34.1573212975,Lower Murray,148.533603254343,5,5.20772613617233,1,21.02528949521243,16.4220867156982,6.79704189300537,251.030303955078,13464990,9.57997508521657e-6,0,0,0,0,0,0,0,0,0,28,0,0,5118
r1gu7pkw6,140.409248231008,-34.364626714,Lower Murray,103.763217938905,16,25.596557496144,0.75,51.82028468390875,16.1384220123291,7.03704977035522,263.200836181641,13471718,0.00113830517511815,0,1,5,15,0,0,0,0,0,0,0,0,5200
r1gude94q,140.384220927756,-34.344056439,Lower Murray,89.0100453116425,16,25.3030527988977,0.9444444444444444,112.75093072979524,16.1384220123291,7.03704977035522,263.200836181641,13471718,0.00113830517511815,0,0,150,38,0,157,0,0,0,0,0,0,5239
r1gudezvu,140.394221751456,-34.3432046685,Lower Murray,63.2346902913039,15,22.5112222175993,1,2.880316502937995,16.1384220123291,7.03704977035522,263.200836181641,13471718,0.00113830517511815,0,1,1,2,0,0,0,0,0,0,0,0,5240
r1gudfcqm,140.395123866989,-34.3441243919999,Lower Murray,61.0630801175909,16,25.3030527988977,1,5.683576178352484,16.1384220123291,7.03704977035522,263.200836181641,13471718,0.00113830517511815,0,2,6,12,0,0,0,0,0,0,0,0,5241
r1gudfeey,140.399053481629,-34.3504431115,Lower Murray,238.302599211063,0,0,1,11.096840289202127,16.1384220123291,7.03704977035522,263.200836181641,13471718,0.00113830517511815,0,12,268,38,0,51,0,0,0,0,0,0,5242
r1gudg4zp,140.397323067794,-34.3455924255,Lower Murray,321.288190642259,13,18.4564905470327,0.9722222222222222,2.58298191767316,16.1384220123291,7.03704977035522,263.200836181641,13471718,0.00113830517511815,0,0,40,26,0,0,0,0,0,0,0,0,5246
r1gudp82u,140.360800244199,-34.323788795,Lower Murray,1231.89886863861,15,25.7978334289655,0.9722222222222222,13.80509896895576,16.1384220123291,7.03704977035522,263.200836181641,13471718,0.00113830517511815,0,0,2,0,0,0,0,0,0,0,0,0,5255
r1gudp885,140.362905989983,-34.322254643,Lower Murray,1446.92873469614,14,23.9224643017294,1,1.2953585430838923,16.1384220123291,7.03704977035522,263.200836181641,13471718,0.00113830517511815,12,0,21,0,0,186,0,0,0,0,0,0,5256
r1gudq7dj,140.378983993738,-34.3324541219999,Lower Murray,108.10605898221,15,25.7978334289655,1,6.794682127384141,16.1384220123291,7.03704977035522,263.200836181641,13471718,0.00113830517511815,4,0,4,0,0,6,0,0,0,0,0,0,5258
r1gudqdh0,140.374830617056,-34.3289114315,Lower Murray,118.71582428991,15,25.7978334289655,1,3.918951075771404,16.1384220123291,7.03704977035522,263.200836181641,13471718,0.00113830517511815,4,0,95,5,0,263,0,0,0,0,0,0,5260
r1gudr80s,140.372462388132,-34.323621717,Lower Murray,520.463662409591,0,0,0.9722222222222222,1.5857120659787938,16.1384220123291,7.03704977035522,263.200836181641,13471718,0.00113830517511815,3,0,25,18,0,106,0,0,0,0,0,0,5262
r1guduwej,140.404068709363,-34.339242237,Lower Murray,819.979632235797,14,21.3612463018657,1,5.014857939389716,16.1384220123291,7.03704977035522,263.200836181641,13471718,0.00113830517511815,0,0,0,2,0,0,0,0,0,0,0,0,5275
r1gudwzpm,140.392095376512,-34.325929581,Lower Murray,134.085174125971,0,0,1,117.1312653965192,16.1384220123291,7.03704977035522,263.200836181641,13471718,0.00113830517511815,3,34,1207,263,0,113,0,0,0,0,0,0,5284
r1gue5c0x,140.408871262266,-34.3467498445,Lower Murray,663.526481718026,13,21.4021468789566,0.5833333333333334,17.967148924350706,16.1384220123291,7.03704977035522,263.200836181641,13471718,0.00113830517511815,0,0,0,2,0,0,0,0,0,0,0,0,5298
r1gue8899,140.423037830072,-34.359387585,Lower Murray,1519.56020064235,0,0,0.9166666666666666,49.84445131969606,16.1384220123291,7.03704977035522,263.200836181641,13471718,0.00113830517511815,0,0,17,0,0,10,0,0,0,0,0,0,5300
r1guf0xr0,140.367549878923,-34.3168449305,Lower Murray,72.6110426170058,0,0,1,344.8761289694998,16.1384220123291,7.03704977035522,263.200836181641,13471718,0.00113830517511815,2,4,41,6,0,40,0,0,0,0,0,0,5301
r1guf4j5m,140.368361627686,-34.309995925,Lower Murray,1182.62418419863,16,30.2138741877776,0.9722222222222222,1.5183876578322604,16.1384220123291,7.03704977035522,263.200836181641,13471718,0.00113830517511815,1,0,17,0,0,2,0,0,0,0,0,0,5305
r1guf5msy,140.369077483838,-34.3027205719999,Lower Murray,649.382424246295,18,45.3613131141201,1,0.8986609960755993,16.3578624725342,6.98974800109863,250.52229309082,6735859,1.1346871360729e-5,0,0,71,0,0,65,0,0,0,0,0,0,5309
r1gufmzx0,140.382977300394,-34.2882105225,Lower Murray,0,24,67.9175428747612,0.6944444444444444,18.115090577043457,16.4762191772461,6.9898042678833,246.310974121094,6735859,1.37445604195818e-5,1,1,1,3,0,0,0,0,0,0,0,0,5331
r1gufrfht,140.375409073836,-34.2775276535,Lower Murray,483.704954602633,26,76.7426943270129,0.9166666666666666,5.725448919845259,16.3578624725342,6.98974800109863,250.52229309082,6735859,1.1346871360729e-5,2,0,203,11,0,1,0,0,0,0,0,0,5345
r1gufrqur,140.382220423478,-34.2798264835,Lower Murray,265.703421078084,28,79.2779174683939,0.8333333333333334,7.4922060680966975,16.4762191772461,6.9898042678833,246.310974121094,6735859,1.37445604195818e-5,0,0,175,3,0,0,0,0,0,0,0,0,5348
r1guft7je,140.388707885778,-34.292774501,Lower Murray,0,22,61.9127782482995,0.6111111111111112,3.99117303354491,16.4762191772461,6.9898042678833,246.310974121094,6735859,1.37445604195818e-5,0,1,0,0,0,0,0,0,0,0,0,0,5354
r1guft8g0,140.384969404703,-34.291078116,Lower Murray,39.9336752923042,22,61.9127782482995,0.5555555555555556,9.257980996895425,16.4762191772461,6.9898042678833,246.310974121094,6735859,1.37445604195818e-5,0,2,1,2,0,2,0,0,0,0,0,0,5355
r1guhrbut,140.459230761563,-34.410844901,Lower Murray,0,6,10.938895503192,0.9444444444444444,6.391352122972547,16.0822982788086,13.1975231170654,265.898681640625,0,0.294348359107971,0,0,8,0,0,2,0,0,0,0,0,0,5379
r1guk1bu9,140.461256248555,-34.4025694735,Lower Murray,167.361108076683,0,0,1,37.96667237126616,16.3999996185303,7.21701240539551,252.285720825195,6735858.5,1.1989165068371e-4,0,3,144,54,0,4,0,0,0,0,0,0,5448
r1gunfqcm,140.579402100059,-34.4406139505,Lower Murray,103.944680728743,3,8.33205000310645,0.6388888888888888,1.8651438364647417,16.3454875946045,11.1123752593994,256.289123535156,11974859,0.0196795929223299,0,0,1,0,0,0,0,0,0,0,0,0,5544
r1gutfbd2,140.528246156209,-34.3487299415,Lower Murray,6.16349052396295,7,14.6285229074248,0.9444444444444444,25.421476530377337,16.3559322357178,12.9999418258667,254.101699829102,0,3.24770689985598e-6,0,0,0,0,0,0,0,0,0,0,0,0,5730
r1guwvw5m,140.578539901101,-34.334209455,Lower Murray,98.5625265694143,0,0,1,20.044757561895366,16.3999996185303,12.9998006820679,252.29411315918,13485202,7.1034662596503e-7,2,7,6,1,0,1,0,0,0,0,0,0,5850
r1guwyh99,140.573919526464,-34.334172204,Lower Murray,53.720261259792,15,34.2970809006173,1,16.855841030437343,16.3999996185303,12.9998006820679,252.29411315918,13485202,7.1034662596503e-7,0,0,1,0,0,0,0,0,0,0,0,0,5861
r1guxpfzu,140.582165777251,-34.320879248,Lower Murray,0,18,37.3747864002651,1,13.853908915124917,16.3999996185303,12.9998006820679,252.29411315918,13485202,7.1034662596503e-7,0,0,1,0,0,0,0,0,0,0,0,0,5885
r1guyss92,140.564634992125,-34.297799012,Lower Murray,0,0,0,1,128.68713563895946,16.3526668548584,14.9216804504395,255.880004882812,0,0.0162388235330582,0,8,4,8,0,6,1,0,0,0,0,0,5927
r1guz42n2,140.574674246398,-34.3081325649999,Lower Murray,0,15,30.4898281550596,0.7222222222222222,6.894244622429451,16.3999996185303,14.3217611312866,252,0,0.0163297448307276,0,0,0,0,0,0,10,0,0,0,0,0,5951
r1guz98k3,140.602860027271,-34.311904778,Lower Murray,1.26268559340363,19,31.4534348879459,1,13.545408758846316,16.4782600402832,12.9998626708984,252,1498355.75,1.75766376742104e-6,1,5,7,8,0,3,5,0,0,4,0,0,5972
r1guz9z7h,140.607501441994,-34.311706449,Lower Murray,0,18,28.9980757998114,1,3.078335024660365,16.4782600402832,12.9998626708984,252,1498355.75,1.75766376742104e-6,0,1,5,3,0,0,0,0,0,0,0,0,5973
r1guzfmzn,140.622811968371,-34.307647265,Lower Murray,0,17,28.4171874886958,0.8888888888888888,3.3694083178818666,16.4963626861572,12.9998865127563,252.509094238281,1498355.75,1.2935910831402e-7,0,0,3,0,0,0,0,0,0,0,0,0,5987
r1guzg15y,140.621029537908,-34.3078414255,Lower Murray,0,17,28.4171874886958,0.7777777777777778,0.6220695124783711,16.4963626861572,12.9998865127563,252.509094238281,1498355.75,1.2935910831402e-7,0,0,3,0,0,0,0,0,0,0,0,0,5989
r1guzvey3,140.619053126753,-34.289923233,Lower Murray,125.718648138982,0,0,0.6111111111111112,0.5727865054504278,16.4879112243652,12.99986743927,252.351654052734,11986846,7.36981917270896e-7,0,0,1,9,0,0,0,0,0,0,0,0,6026
r1guzvk68,140.617413179914,-34.2906252845,Lower Murray,32.6224248130313,16,24.5800396948012,1,3.1542852571255096,16.4879112243652,12.99986743927,252.351654052734,11986846,7.36981917270896e-7,0,0,1,0,0,0,0,0,0,0,0,0,6028
r1guzvspy,140.623025471904,-34.286890031,Lower Murray,78.8608196965599,17,26.9062430382567,0.6666666666666666,7.844999846182532,16.4879112243652,12.99986743927,252.351654052734,11986846,7.36981917270896e-7,0,0,3,0,0,0,0,0,0,0,0,0,6029
r1guzwj9t,140.610611986428,-34.2879283304999,Lower Murray,64.8528812130334,16,25.4648078560307,0.9444444444444444,0.274707259961319,16.4879112243652,12.99986743927,252.351654052734,11986846,7.36981917270896e-7,0,1,1,1,0,1,0,0,0,0,0,0,6036
r1gv3w0m0,140.347105428665,-34.1923637805,Lower Murray,0,0,0,1,161.66941387484326,16.6000003814697,6.98130559921265,239.820007324219,13464983,5.0341489259153e-4,0,0,1,1,0,0,0,0,0,0,0,0,6086
r1gv42qvf,140.381205100453,-34.2758911945,Lower Murray,221.382429110143,0,0,0.9722222222222222,129.74238765553312,16.4762191772461,6.9898042678833,246.310974121094,6735859,1.37445604195818e-5,0,5,646,38,0,58,0,0,0,0,0,0,6106
r1gv437e9,140.37756205476,-34.2699129575,Lower Murray,480.629811826919,0,0,0.9166666666666666,3.482724460898678,16.3578624725342,6.98974800109863,250.52229309082,6735859,1.1346871360729e-5,0,0,159,0,0,11,0,0,0,0,0,0,6108
r1gv48dxy,140.387076583101,-34.2731711185,Lower Murray,451.260554435398,28,78.850087125055,0.8333333333333334,3.916791120246235,16.4762191772461,6.9898042678833,246.310974121094,6735859,1.37445604195818e-5,0,1,4,0,0,0,0,0,0,0,0,0,6129
r1gv4y4bu,140.398089635187,-34.244055089,Lower Murray,128.034757580832,0,0,0.8888888888888888,0.5149875773029512,16.4762191772461,6.9898042678833,246.310974121094,6735859,1.37445604195818e-5,0,0,1,0,0,0,0,0,0,0,0,0,6185
r1gv63g9w,140.375057257917,-34.21333018,Lower Murray,0,0,0,1,294.1686802381167,16.6000003814697,6.98955011367798,241.800003051758,5051894.5,1.62955461746606e-6,0,2,4,1,0,0,0,0,0,0,0,0,6218
r1gv6728y,140.371486822443,-34.2114469555,Lower Murray,0,29,90.1853438426652,0.9142857142857144,4.1831161042467775,16.6000003814697,6.98950958251953,241,1262973.625,5.51376751900534e-6,0,1,0,1,0,0,0,0,0,0,0,0,6232
r1gv6hxqy,140.373538284259,-34.2058419369999,Lower Murray,9.36540962728498,27,79.3315317450088,0.6285714285714286,3.119376674197551,16.6000003814697,6.98950958251953,241,1262973.625,5.51376751900534e-6,1,1,1,0,0,0,0,0,0,0,0,0,6254
r1gv6k2gf,140.373405536004,-34.2090147844999,Lower Murray,184.919177830798,27,79.3315317450088,0.5,2.618983169392993,16.6000003814697,6.98950958251953,241,1262973.625,5.51376751900534e-6,0,0,0,2,0,0,0,0,0,0,0,0,6256
r1gv6k6bb,140.376155461888,-34.209842148,Lower Murray,0,28,89.438582435439,1,3.7218939214001447,16.6000003814697,6.98952722549438,241,2525947.25,3.25910923493211e-6,0,0,1,3,0,0,0,0,0,0,0,0,6258
r1gv6m639,140.37527577273,-34.2038273325,Lower Murray,46.9395651068418,24,73.8365196857476,1,1.694123593324257,16.5094337463379,8.46503639221191,244.698120117188,0,0.142529115080833,0,2,0,1,0,0,0,0,0,0,0,0,6260
r1gv7c1jp,140.439736887253,-34.2269489664999,Lower Murray,971.04513880074,0,0,0.9444444444444444,0.7898838491191008,16.5,16.4233055114746,245.899993896484,0,0.111413717269897,0,0,1,0,0,0,0,0,0,0,0,0,6286
r1gv88sk3,140.305080562351,-34.1855280105,Lower Murray,0,9,10.1319954592285,1,2.936818225387033,16.3823204040527,6.85634756088257,247.530380249023,13464983,0.0014014053158462,0,0,7,2,0,0,0,0,0,0,0,0,6306
r1gv894c1,140.299151616534,-34.1838169679999,Lower Murray,0,9,10.1319954592285,0.3888888888888889,1.9660973490137044,16.6000003814697,8.39333534240723,239,0,1.00402903556824,0,0,6,6,0,0,0,0,0,0,0,0,6308
r1gv9f997,140.352706728139,-34.175273062,Lower Murray,322.338829700963,0,0,0.8611111111111112,11.6351418859254,16.5743598937988,6.92684936523438,239.512817382812,6732491.5,0.00145472667645663,0,0,0,0,0,21,0,0,0,0,0,0,6363
r1gv9srz6,140.350166730873,-34.165062599,Lower Murray,91.1976900969455,0,0,0.6944444444444444,6.1884009670405264,16.5743598937988,6.92684936523438,239.512817382812,6732491.5,0.00145472667645663,0,0,2,10,0,0,0,0,0,0,0,0,6378
r1gv9t9p5,140.339386900592,-34.158229497,Lower Murray,180.222873603803,11,16.428754949323,0.8333333333333334,4.498638592097077,16.5743598937988,6.92684936523438,239.512817382812,6732491.5,0.00145472667645663,0,0,0,0,0,0,0,0,0,4,0,0,6379
r1gv9tsu8,140.346134086861,-34.1585376359999,Lower Murray,539.662206706355,0,0,0.8611111111111112,17.823571616060946,16.5743598937988,6.92684936523438,239.512817382812,6732491.5,0.00145472667645663,0,0,0,0,0,1,0,0,0,0,0,0,6382
r1gv9uu3g,140.356447573911,-34.1631654955,Lower Murray,713.094797681626,0,0,0.7777777777777778,0.7249423898269582,16.5743598937988,6.92684936523438,239.512817382812,6732491.5,0.00145472667645663,0,0,0,0,0,11,0,0,0,0,0,0,6385
r1gv9w214,140.341022258256,-34.155510494,Lower Murray,32.6963095813164,11,16.428754949323,1,24.981861881753385,16.5743598937988,6.92684936523438,239.512817382812,6732491.5,0.00145472667645663,0,0,0,3,0,0,0,0,0,0,0,0,6388
r1gve04nv,140.383749042213,-34.190487418,Lower Murray,0,20,65.099356065719,1,6.758303477337584,16.5818176269531,6.98929595947266,241.545455932617,6314868,1.13014712042059e-5,0,0,1,0,0,0,0,0,0,0,0,0,6390
r1gvk48d9,140.452106744101,-34.2218164495,Lower Murray,0,0,0,1,1731.4929491124296,16.3745174407959,18.2568664550781,253.704498291016,0,0.0704469457268715,0,0,2,0,0,0,0,0,0,0,0,0,6409
r1gw03qzq,139.943180066706,-34.0935677829999,Lower Murray,0,5,8.29374512935888,0.5405405405405406,10.575783097581388,16.665958404541,6.31092977523804,244.702133178711,1493119.375,0.0137062007561326,0,0,3,1,0,0,0,0,0,0,0,0,6424
r1gw05by6,139.922175836276,-34.0804670475,Lower Murray,25.6537801029563,4,6.16016353919094,0.7027027027027027,8.240393566013179,16.665958404541,6.31092977523804,244.702133178711,1493119.375,0.0137062007561326,0,0,76,22,0,0,0,0,0,0,0,0,6429
r1gw07wwn,139.943098945784,-34.0813807,Lower Murray,106.150271550438,0,0,1,5.568181028423868,16.5634365081787,5.84327602386475,246.594482421875,11944963,0.00223216647282243,0,2,8,2,0,6,0,0,0,0,0,0,6436
r1gw0883d,139.945305516761,-34.0987775364999,Lower Murray,0,5,8.29374512935888,0.6756756756756757,3.5974125282564136,16.665958404541,6.31092977523804,244.702133178711,1493119.375,0.0137062007561326,1,9,49,5,0,22,0,0,0,0,0,0,6437
r1gw08kde,139.9491430103,-34.098790925,Lower Murray,0,7,10.6488429248648,0.8648648648648649,12.99705358020756,16.5634365081787,5.84327602386475,246.594482421875,11944963,0.00223216647282243,1,0,149,19,0,128,0,0,0,0,0,0,6439
r1gw0e2nv,139.943981054084,-34.0824336605,Lower Murray,103.693317463055,0,0,0.43243243243243246,0.39564822654422505,16.5634365081787,5.84327602386475,246.594482421875,11944963,0.00223216647282243,0,0,4,4,0,2,0,0,0,0,0,0,6450
r1kvqjfdx,141.947425121065,-37.0145515835,Wimmera,50.7925609197077,0,0,1,1198.5216407896949,13.557541847229,166.526428222656,543.564270019531,5345.82080078125,0.22785884141922,16,3,34,2,0,0,0,0,0,0,0,0,6687
r1kyp9935,142.011487029915,-36.9057382635,Wimmera,2129.31353452821,0,0,0.9444444444444444,71.59808204077805,13.7414569854736,163.783325195312,486.280120849609,1831.56103515625,0.185781955718994,0,0,0,1,0,0,0,0,0,6,0,0,6933
r1kzjys3p,141.94091458091,-36.702472638,Wimmera,0,0,0,0.945945945945946,293.206754480821,14.1901836395264,119.512001037598,441.055206298828,2197.56469726562,0.00788800045847893,2,0,0,0,0,0,0,0,0,0,0,0,6994
r1kzph6mf,141.972923334756,-36.634609222,Wimmera,0,0,0,0.972972972972973,38.59612545477571,14.2903366088867,104.709060668945,429.138641357422,254113.203125,0.00868887081742287,74,24,60,4,0,6,0,0,0,0,0,0,7015
r1kzqsxwg,141.97369228811,-36.671498016,Wimmera,0,0,0,0.918918918918919,13.037978702114009,14.2624998092651,105.156280517578,433.232147216797,254271.765625,0.00875586364418268,27,20,27,4,0,2,0,0,0,0,0,0,7019
r1mjpg0yx,142.373133638925,-37.0734539059999,Wimmera,0,0,0,0.9722222222222222,22.74694741311427,13.3000001907349,232.520950317383,699.571411132812,22321.052734375,0.32453590631485,0,1,0,0,0,0,0,1,0,0,0,0,7235
r1mjpuhjs,142.378002084591,-37.0669706655,Wimmera,0,0,0,0.8055555555555556,0.48890983935240256,13.3000001907349,232.520950317383,699.571411132812,22321.052734375,0.32453590631485,0,0,0,0,1,0,0,0,0,0,0,0,7241
r1mjqctg3,142.336722327494,-37.0365938925,Wimmera,0,0,0,0.8055555555555556,1.4895876956324856,13.5,200.563018798828,640.535705566406,28437.048828125,0.155994608998299,0,0,0,0,2,0,0,0,0,0,0,0,7248
r1mkg9ybt,142.56499469133,-37.1297998425,Wimmera,0,4,32.4799130932126,1,202.99962420055692,13.5,203.385650634766,706.357116699219,229.055801391602,0.409387409687042,0,0,1,2,23,0,0,3,0,0,0,0,7348
r1mknsrw4,142.6846793232,-37.2468335069999,Wimmera,0,0,0,1,36.81861100080944,13.2789478302002,222.236206054688,599.105285644531,9527.576171875,0.19360077381134,0,1,0,0,1,0,0,0,0,0,0,0,7397
r1mktrw0d,142.620162943503,-37.1366905375,Wimmera,0,0,0,1,308.0233337624058,13.58571434021,197.992156982422,664.05712890625,1258.25170898438,0.315271854400635,1,0,0,0,0,0,0,0,0,0,0,0,7415
r1mmpm8d0,142.698173512894,-37.060842514,Wimmera,0,0,0,0.6944444444444444,26.18128631206221,13.6999998092651,198.028259277344,581.5,4557.2353515625,0.192636981606483,0,0,0,1,0,0,0,0,0,0,0,0,7569
r1mnb0mpy,142.037197780114,-36.7789556154999,Wimmera,0,0,0,0.972972972972973,7.046723378026536,14.1999998092651,113.267395019531,439.5,224052.4375,0.0501293540000916,5,5,8,1,0,0,0,0,0,0,0,0,7591
r1mnb2xx8,142.05327041375,-36.7777051959999,Wimmera,0,0,0,0.945945945945946,2.6734385693962808,14.1319999694824,115.159873962402,442.320007324219,248670.171875,0.0597630999982357,4,4,6,1,0,0,0,0,0,0,0,0,7594
r1mnbbcm6,142.066179715768,-36.776978901,Wimmera,0,0,0,0.945945945945946,1.632978168283031,14.1031255722046,118.609107971191,443.34375,248015.46875,0.20571456849575,5,6,3,1,0,3,0,0,0,0,0,0,7603
r1mnbchq5,142.080293554877,-36.7714351595,Wimmera,0,0,0,0.945945945945946,15.420846910969962,14.1000003814697,123.472755432129,444.14111328125,239907.015625,0.0557133071124554,0,0,50,0,0,2,0,0,0,0,0,0,7604
r1mnc3fdg,142.080084689507,-36.7696210185,Wimmera,0,0,0,1,8.275798666187653,14.1000003814697,123.472755432129,444.14111328125,239907.015625,0.0557133071124554,3,3,0,1,0,0,0,0,0,4,0,0,7609
r1mncuxmp,142.119657306308,-36.7563054624999,Wimmera,0,1,9.66826200579315,0.918918918918919,3.123420878311546,14.1000003814697,123.472755432129,444.14111328125,239907.015625,0.0557133071124554,2,0,1,0,0,0,0,0,0,0,0,0,7613
r1mnfmby6,142.128669885735,-36.7508068085,Wimmera,0,1,9.66826200579315,0.972972972972973,11.926184239248355,14.1000003814697,123.472755432129,444.14111328125,239907.015625,0.0557133071124554,16,13,61,1,0,1,0,0,0,0,0,0,7621
r1mnsvf21,142.24247980354,-36.7956765684999,Wimmera,0,0,0,0.8648648648648649,3.85039831245975,14.0246915817261,141.839141845703,458.567901611328,9131.015625,0.160314008593559,0,0,0,0,1,0,0,0,0,0,0,0,7642
r1mntyn7n,142.292722926607,-36.7949309489999,Wimmera,0,0,0,0.972972972972973,171.17456497146256,14.0592889785767,129.459014892578,453.857696533203,1233.71130371094,0.0429342463612556,4,0,1,0,0,0,0,0,0,0,0,0,7643
r1mnxrbh5,142.360310022036,-36.7915958835,Wimmera,0,0,0,1,690.6360918729516,14,144.859222412109,473.684204101562,58.8993530273438,0.122755378484726,6,0,2,0,0,0,0,0,0,0,0,0,7650
r1mny18yy,142.297350142503,-36.7732658069999,Wimmera,225.701033410324,0,0,0.7837837837837838,184.60268434023425,14.0592889785767,129.459014892578,453.857696533203,1233.71130371094,0.0429342463612556,2,0,0,0,0,0,0,0,0,0,0,0,7651
r1mpkcywd,142.242702005223,-36.6913433075,Wimmera,0.704211744917305,1,1.14659053861677,0.8918918918918919,2.7380349476459456,14.0993709564209,128.825759887695,426.608306884766,191996.015625,0.0236221998929977,0,4,18,0,0,0,0,0,0,0,0,0,7705
r1mu1265y,143.145571257263,-37.2635465915,Wimmera,0,0,0,0.6388888888888888,0.7623889975998486,12.7399997711182,307.965484619141,603.299987792969,5510.6884765625,1.07898187637329,1,16,0,0,16,0,0,2,0,0,0,0,7998
r1mux96sz,143.419492945277,-37.169928842,Avoca,0,0,0,0.8611111111111112,0.43711930327128695,13.1000003814697,264.266784667969,593.052612304688,12944.30859375,0.444676578044891,5,29,5,6,0,9,0,14,0,0,0,0,8048
r1q5fshdy,143.555127168104,-37.2884121625,Loddon,0,0,0,1,18.45227374668189,12.3058824539185,380.355224609375,650.88232421875,1793.48828125,0.613951027393341,8,0,0,0,0,0,0,0,0,0,0,0,8250
r1qj0tup8,143.464054835054,-37.058638853,Avoca,0,0,0,0.9166666666666666,8.014988383823571,13.5,219.990264892578,532.380981445312,26431.24609375,0.170473739504814,1,2,5,12,0,4,0,0,0,0,0,0,8338
r1qm9jff6,143.836849991528,-36.9700525,Loddon,3.36998099051518,0,0,0.945945945945946,0.46330045049196,13.8111114501953,175.447021484375,477.629638671875,124277.171875,0.0970115512609482,0,1,0,1,0,0,0,2,0,0,0,0,8437
r1qn3rsqp,143.496176852596,-36.8273849295,Avoca,0,0,0,0.9444444444444444,4.538634195411336,13.8999996185303,189.190765380859,485.100006103516,72601.546875,0.0173575095832348,6,1,3,1,0,2,0,2,0,0,0,0,8471
r1qq6j2es,143.893965021084,-36.8291234965,Loddon,0,6,132.585997920754,1,45.906303716765784,14.1000003814697,158.83251953125,453.578948974609,365846.46875,0.0330976210534573,4,0,5,0,0,0,0,0,0,0,0,0,8538
r1qqdg1h7,143.911378465564,-36.8083267215,Loddon,0,1,44.5714910668154,1,2.9558263378961755,14.1000003814697,156.860198974609,451.239135742188,366048.34375,0.0585849210619926,1,7,9,0,0,9,0,0,0,0,0,0,8552
r1qre7hbc,143.943095962948,-36.6311321159999,Loddon,0,0,0,1,30.4738079464372,14.3703870773315,138.258087158203,441.526184082031,380242.1875,0.09432402998209,38,21,60,13,0,25,0,0,0,0,0,0,8605
r1qrg240r,143.935943116422,-36.6055984495,Loddon,19.160863112326,0,0,0.945945945945946,0.33179227458901084,14.3703870773315,138.258087158203,441.526184082031,380242.1875,0.09432402998209,1,0,1,0,0,0,0,0,0,0,0,0,8614
